,HT,Score,AT,attendance,referee,HomeGoals,AwayGoals,match_report_link,Home_Poss,Away_Poss,Home_PA,Away_PA,Home_ShoT,Away_ShoT,Home_Saves,Away_Saves
746,Corinthians,0–0,Chapecoense,"35,888",Paulo Roberto Alves Júnior,0,0,"https://fbref.com/en/matches/2b0d4799/Corinthians-Chapecoense-November-25-2018-Serie-A"">Match Report",67%,33%,83%,67%,8%,14%,100%,100%
747,América (MG),1–0,Bahia,"7,409",Marcelo Aparecido Ribeiro De Souza,1,0,"https://fbref.com/en/matches/49b46807/America-MG-Bahia-November-25-2018-Serie-A"">Match Report",47%,53%,75%,80%,30%,20%,100%,66%
748,Botafogo (RJ),2–1,Paraná,"28,972",Igor Junior Benevenuto,2,1,"https://fbref.com/en/matches/398bf4f4/Botafogo-RJ-Parana-November-26-2018-Serie-A"">Match Report",57%,43%,84%,78%,36%,40%,75%,60%
749,São Paulo,0–0,Sport Recife,"15,235",André Luiz de Freitas Castro,0,0,"https://fbref.com/en/matches/3bbae36e/Sao-Paulo-Sport-Recife-November-26-2018-Serie-A"">Match Report",69%,31%,86%,64%,39%,38%,100%,100%
750,Atlético Mineiro,1–0,Botafogo (RJ),"19,171",Braulio da Silva Machado,1,0,"https://fbref.com/en/matches/b78e967c/Atletico-Mineiro-Botafogo-RJ-December-1-2018-Serie-A"">Match Report",49%,52%,80%,80%,31%,10%,100%,50%
751,Flamengo,1–2,Atl Paranaense,"62,994",Flavio Rodrigues De Souza,1,2,"https://fbref.com/en/matches/90669e04/Flamengo-Atletico-Paranaense-December-1-2018-Serie-A"">Match Report",54%,46%,83%,82%,31%,25%,33%,80%
752,Sport Recife,2–1,Santos,"23,451",Anderson Daronco,2,1,"https://fbref.com/en/matches/c64d096c/Sport-Recife-Santos-December-2-2018-Serie-A"">Match Report",49%,51%,84%,83%,38%,31%,50%,33%
753,Ceará,0–0,Vasco da Gama,"55,445",Raphael Claus,0,0,"https://fbref.com/en/matches/27fff7ca/Ceara-Vasco-da-Gama-December-2-2018-Serie-A"">Match Report",56%,44%,82%,80%,8%,13%,100%,100%
754,Bahia,0–0,Cruzeiro,"27,776",Bruno Arleu de Araujo,0,0,"https://fbref.com/en/matches/5ee6e11a/Bahia-Cruzeiro-December-2-2018-Serie-A"">Match Report",47%,54%,73%,80%,0%,18%,100%,%
755,Grêmio,1–0,Corinthians,"38,974",Ricardo Marques Ribeiro,1,0,"https://fbref.com/en/matches/d056f06e/Gremio-Corinthians-December-2-2018-Serie-A"">Match Report",53%,47%,88%,85%,30%,33%,100%,66%
756,Paraná,1–1,Internacional,"2,228",Rodrigo Carvalhaes de Miranda,1,1,"https://fbref.com/en/matches/927d131d/Parana-Internacional-December-2-2018-Serie-A"">Match Report",43%,57%,75%,78%,25%,13%,0%,75%
757,Palmeiras,3–2,Vitória,"41,256",Heber Roberto Lopes,3,2,"https://fbref.com/en/matches/9417e7fc/Palmeiras-Vitoria-December-2-2018-Serie-A"">Match Report",58%,42%,87%,82%,28%,19%,33%,42%
758,Fluminense,1–0,América (MG),"38,870",Rafael Traci,1,0,"https://fbref.com/en/matches/b69672ff/Fluminense-America-MG-December-2-2018-Serie-A"">Match Report",43%,57%,69%,78%,36%,32%,100%,75%
759,Chapecoense,1–0,São Paulo,"19,992",Wilton Sampaio,1,0,"https://fbref.com/en/matches/24809d76/Chapecoense-Sao-Paulo-December-2-2018-Serie-A"">Match Report",46%,54%,72%,80%,10%,14%,100%,0%
760,São Paulo,2–0,Botafogo (RJ),"26,533",Caio Max Augusto Vieira,2,0,"https://fbref.com/en/matches/e1867e7b/Sao-Paulo-Botafogo-RJ-April-27-2019-Serie-A"">Match Report",29%,71%,76%,89%,57%,18%,100%,50%
761,Chapecoense,2–0,Internacional,"8,231",Raphael Claus,2,0,"https://fbref.com/en/matches/3b7c1663/Chapecoense-Internacional-April-27-2019-Serie-A"">Match Report",43%,57%,77%,81%,58%,35%,100%,71%
762,Atlético Mineiro,2–1,Avaí,"10,531",Rodolpho Toski Marques,2,1,"https://fbref.com/en/matches/92511070/Atletico-Mineiro-Avai-April-27-2019-Serie-A"">Match Report",60%,40%,86%,79%,27%,29%,0%,33%
763,Flamengo,3–1,Cruzeiro,"35,016",Anderson Daronco,3,1,"https://fbref.com/en/matches/2b7cbdc9/Flamengo-Cruzeiro-April-27-2019-Serie-A"">Match Report",58%,42%,86%,80%,28%,50%,0%,40%
764,Grêmio,1–2,Santos,"32,318",Bruno Arleu de Araujo,1,2,"https://fbref.com/en/matches/24ae5ae7/Gremio-Santos-April-28-2019-Serie-A"">Match Report",65%,36%,83%,71%,42%,63%,60%,90%
765,Ceará,4–0,CSA,"12,550",Adriano Milevski,4,0,"https://fbref.com/en/matches/68e3e0d8/Ceara-CSA-April-28-2019-Serie-A"">Match Report",54%,46%,87%,82%,50%,17%,100%,37%
766,Atl Paranaense,4–1,Vasco da Gama,"12,275",Luiz Flávio de Oliveira,4,1,"https://fbref.com/en/matches/853f8904/Atletico-Paranaense-Vasco-da-Gama-April-28-2019-Serie-A"">Match Report",57%,43%,88%,86%,55%,36%,80%,72%
767,Bahia,3–2,Corinthians,"29,294",Wilton Sampaio,3,2,"https://fbref.com/en/matches/0da2aca1/Bahia-Corinthians-April-28-2019-Serie-A"">Match Report",43%,57%,75%,78%,40%,33%,33%,50%
768,Palmeiras,4–0,Fortaleza,"26,701",Braulio da Silva Machado,4,0,"https://fbref.com/en/matches/e7c665b2/Palmeiras-Fortaleza-April-28-2019-Serie-A"">Match Report",53%,47%,79%,80%,50%,63%,100%,66%
769,Fluminense,0–1,Goiás,"17,420",Dewson Fernando Freitas da Silva,0,1,"https://fbref.com/en/matches/2c5a9086/Fluminense-Goias-April-28-2019-Serie-A"">Match Report",72%,29%,90%,70%,27%,25%,50%,75%
770,Internacional,2–1,Flamengo,"37,001",Flavio Rodrigues De Souza,2,1,"https://fbref.com/en/matches/fd884122/Internacional-Flamengo-May-1-2019-Serie-A"">Match Report",46%,54%,81%,81%,41%,50%,66%,71%
771,Corinthians,1–0,Chapecoense,"30,442",Ricardo Marques Ribeiro,1,0,"https://fbref.com/en/matches/87cdcb36/Corinthians-Chapecoense-May-1-2019-Serie-A"">Match Report",52%,48%,82%,78%,33%,20%,50%,75%
772,CSA,1–1,Palmeiras,"15,735",Caio Max Augusto Vieira,1,1,"https://fbref.com/en/matches/7be3236f/CSA-Palmeiras-May-1-2019-Serie-A"">Match Report",%,100%,100%,100%,0%,0%,,
773,Cruzeiro,1–0,Ceará,"22,677",Wagner Reway,1,0,"https://fbref.com/en/matches/0d2bc1dd/Cruzeiro-Ceara-May-1-2019-Serie-A"">Match Report",59%,41%,88%,82%,36%,29%,100%,75%
774,Avaí,1–1,Grêmio,"12,181",Wagner do Nascimento Magalhaes,1,1,"https://fbref.com/en/matches/17afacc8/Avai-Gremio-May-1-2019-Serie-A"">Match Report",44%,56%,73%,79%,23%,50%,50%,100%
775,Goiás,1–2,São Paulo,"29,644",Rafael Traci,1,2,"https://fbref.com/en/matches/1dd0de1b/Goias-Sao-Paulo-May-1-2019-Serie-A"">Match Report",47%,53%,83%,87%,15%,36%,60%,50%
776,Fortaleza,2–1,Atl Paranaense,"20,578",Marcelo de Lima Henrique,2,1,"https://fbref.com/en/matches/b9474904/Fortaleza-Atletico-Paranaense-May-1-2019-Serie-A"">Match Report",36%,64%,80%,90%,26%,40%,75%,60%
777,Vasco da Gama,1–2,Atlético Mineiro,"6,745",Raphael Claus,1,2,"https://fbref.com/en/matches/baba4abd/Vasco-da-Gama-Atletico-Mineiro-May-1-2019-Serie-A"">Match Report",51%,49%,84%,83%,19%,29%,50%,50%
778,Santos,2–1,Fluminense,"10,564",Wilton Sampaio,2,1,"https://fbref.com/en/matches/20fd2d7a/Santos-Fluminense-May-2-2019-Serie-A"">Match Report",43%,57%,82%,85%,45%,40%,75%,80%
779,Botafogo (RJ),3–2,Bahia,"7,568",Luiz Flávio de Oliveira,3,2,"https://fbref.com/en/matches/306067fa/Botafogo-RJ-Bahia-May-2-2019-Serie-A"">Match Report",53%,47%,81%,79%,56%,20%,50%,20%
780,Palmeiras,1–0,Internacional,"31,549",Wagner do Nascimento Magalhaes,1,0,"https://fbref.com/en/matches/e49ae52a/Palmeiras-Internacional-May-4-2019-Serie-A"">Match Report",35%,65%,73%,83%,38%,30%,66%,60%
781,Vasco da Gama,1–1,Corinthians,"25,779",Rodrigo D'Alonso Ferreira,1,1,"https://fbref.com/en/matches/0f782f06/Vasco-da-Gama-Corinthians-May-4-2019-Serie-A"">Match Report",47%,53%,81%,84%,31%,18%,50%,75%
782,Ceará,1–2,Atlético Mineiro,"16,815",Flavio Rodrigues De Souza,1,2,"https://fbref.com/en/matches/3a952f6a/Ceara-Atletico-Mineiro-May-4-2019-Serie-A"">Match Report",47%,53%,84%,87%,30%,40%,66%,66%
783,Chapecoense,1–1,Atl Paranaense,"6,433",Vinicius Gonçalves Dias Araujo,1,1,"https://fbref.com/en/matches/46c23c5b/Chapecoense-Atletico-Paranaense-May-5-2019-Serie-A"">Match Report",51%,49%,85%,85%,31%,35%,83%,80%
784,CSA,0–0,Santos,"10,313",Rodolpho Toski Marques,0,0,"https://fbref.com/en/matches/aab6d2b6/CSA-Santos-May-5-2019-Serie-A"">Match Report",29%,71%,67%,85%,36%,41%,100%,75%
785,Botafogo (RJ),1–0,Fortaleza,"13,749",Wagner Reway,1,0,"https://fbref.com/en/matches/71f1cc29/Botafogo-RJ-Fortaleza-May-5-2019-Serie-A"">Match Report",57%,43%,89%,88%,44%,21%,100%,75%
786,Cruzeiro,2–1,Goiás,"19,735",Rodrigo Carvalhaes de Miranda,2,1,"https://fbref.com/en/matches/d69deb38/Cruzeiro-Goias-May-5-2019-Serie-A"">Match Report",61%,39%,87%,80%,35%,36%,60%,57%
787,São Paulo,1–1,Flamengo,"38,749",Ricardo Marques Ribeiro,1,1,"https://fbref.com/en/matches/6263b729/Sao-Paulo-Flamengo-May-5-2019-Serie-A"">Match Report",65%,35%,88%,71%,50%,11%,0%,90%
788,Grêmio,4–5,Fluminense,"8,390",Raphael Claus,4,5,"https://fbref.com/en/matches/1c6d5b34/Gremio-Fluminense-May-5-2019-Serie-A"">Match Report",52%,48%,87%,84%,54%,71%,58%,42%
789,Bahia,1–0,Avaí,"18,673",Bruno Arleu de Araujo,1,0,"https://fbref.com/en/matches/6f24627c/Bahia-Avai-May-5-2019-Serie-A"">Match Report",52%,48%,75%,77%,55%,11%,100%,90%
790,Fluminense,0–1,Botafogo (RJ),"24,600",Marcelo Aparecido Ribeiro De Souza,0,1,"https://fbref.com/en/matches/4d5bebe7/Fluminense-Botafogo-RJ-May-11-2019-Serie-A"">Match Report",63%,37%,91%,82%,30%,33%,66%,85%
791,Corinthians,0–0,Grêmio,"36,360",Marcelo de Lima Henrique,0,0,"https://fbref.com/en/matches/94e6ee95/Corinthians-Gremio-May-11-2019-Serie-A"">Match Report",48%,52%,81%,83%,36%,25%,100%,100%
792,Goiás,2–1,Ceará,"9,493",Caio Max Augusto Vieira,2,1,"https://fbref.com/en/matches/2ebf54ca/Goias-Ceara-May-11-2019-Serie-A"">Match Report",38%,63%,80%,82%,50%,21%,66%,66%
793,Flamengo,2–1,Chapecoense,"61,023",Jean Pierre Goncalves Lima,2,1,"https://fbref.com/en/matches/e37794e4/Flamengo-Chapecoense-May-12-2019-Serie-A"">Match Report",56%,44%,86%,89%,37%,35%,85%,71%
794,Santos,3–0,Vasco da Gama,"12,952",Paulo Roberto Alves Júnior,3,0,"https://fbref.com/en/matches/2f509a98/Santos-Vasco-da-Gama-May-12-2019-Serie-A"">Match Report",56%,45%,79%,76%,35%,33%,100%,50%
795,Internacional,3–1,Cruzeiro,"21,483",Raphael Claus,3,1,"https://fbref.com/en/matches/1d454a7c/Internacional-Cruzeiro-May-12-2019-Serie-A"">Match Report",53%,47%,84%,82%,31%,43%,83%,20%
796,Atlético Mineiro,0–2,Palmeiras,"24,368",Anderson Daronco,0,2,"https://fbref.com/en/matches/47527f3c/Atletico-Mineiro-Palmeiras-May-12-2019-Serie-A"">Match Report",%,100%,%,100%,0%,%,,
797,Atl Paranaense,1–0,Bahia,"10,510",Savio Pereira,1,0,"https://fbref.com/en/matches/6f109958/Atletico-Paranaense-Bahia-May-12-2019-Serie-A"">Match Report",63%,37%,87%,80%,50%,31%,100%,88%
798,Avaí,0–0,CSA,"4,852",Dewson Fernando Freitas da Silva,0,0,"https://fbref.com/en/matches/cde95e78/Avai-CSA-May-12-2019-Serie-A"">Match Report",60%,40%,86%,74%,19%,25%,100%,100%
799,Fortaleza,0–1,São Paulo,"42,955",Wilton Sampaio,0,1,"https://fbref.com/en/matches/5bfda5bf/Fortaleza-Sao-Paulo-May-12-2019-Serie-A"">Match Report",53%,47%,88%,88%,25%,25%,50%,100%
800,Fluminense,4–1,Cruzeiro,"11,437",Flavio Rodrigues De Souza,4,1,"https://fbref.com/en/matches/c04a37f5/Fluminense-Cruzeiro-May-18-2019-Serie-A"">Match Report",54%,46%,87%,81%,46%,50%,66%,63%
801,Palmeiras,4–0,Santos,"32,501",Rafael Traci,4,0,"https://fbref.com/en/matches/663c3959/Palmeiras-Santos-May-18-2019-Serie-A"">Match Report",34%,66%,69%,83%,47%,31%,100%,50%
802,Atlético Mineiro,2–1,Flamengo,"13,616",Paulo Roberto Alves Júnior,2,1,"https://fbref.com/en/matches/9f995523/Atletico-Mineiro-Flamengo-May-18-2019-Serie-A"">Match Report",34%,66%,74%,84%,45%,42%,90%,60%
803,São Paulo,0–0,Bahia,"44,640",Daniel Nobre Bins,0,0,"https://fbref.com/en/matches/e93b6190/Sao-Paulo-Bahia-May-19-2019-Serie-A"">Match Report",58%,42%,87%,78%,27%,12%,100%,100%
804,Goiás,1–0,Botafogo (RJ),"16,347",Rodolpho Toski Marques,1,0,"https://fbref.com/en/matches/1bbf042c/Goias-Botafogo-RJ-May-19-2019-Serie-A"">Match Report",32%,68%,79%,88%,30%,50%,66%,83%
805,Atl Paranaense,0–2,Corinthians,"18,284",Wagner do Nascimento Magalhaes,0,2,"https://fbref.com/en/matches/d89c4142/Atletico-Paranaense-Corinthians-May-19-2019-Serie-A"">Match Report",62%,38%,89%,81%,22%,50%,0%,100%
806,Internacional,2–0,CSA,"24,220",Rodrigo Carvalhaes de Miranda,2,0,"https://fbref.com/en/matches/df514c6d/Internacional-CSA-May-19-2019-Serie-A"">Match Report",63%,37%,87%,77%,53%,42%,100%,62%
807,Chapecoense,1–3,Fortaleza,"6,765",Thiago Duarte Peixoto,1,3,"https://fbref.com/en/matches/87ddd1a7/Chapecoense-Fortaleza-May-19-2019-Serie-A"">Match Report",53%,47%,83%,77%,21%,67%,50%,75%
808,Vasco da Gama,1–1,Avaí,"13,924",Ricardo Marques Ribeiro,1,1,"https://fbref.com/en/matches/01ad4c14/Vasco-da-Gama-Avai-May-19-2019-Serie-A"">Match Report",51%,50%,76%,76%,18%,39%,71%,100%
809,Ceará,2–1,Grêmio,"17,506",Igor Junior Benevenuto,2,1,"https://fbref.com/en/matches/08911f3d/Ceara-Gremio-May-19-2019-Serie-A"">Match Report",36%,64%,70%,85%,17%,22%,75%,0%
810,Botafogo (RJ),0–1,Palmeiras,"33,143",Paulo Roberto Alves Júnior,0,1,"https://fbref.com/en/matches/0bf79aa8/Botafogo-RJ-Palmeiras-May-25-2019-Serie-A"">Match Report",62%,38%,84%,70%,25%,12%,50%,100%
811,Grêmio,1–0,Atlético Mineiro,"13,714",Rafael Traci,1,0,"https://fbref.com/en/matches/23be305c/Gremio-Atletico-Mineiro-May-25-2019-Serie-A"">Match Report",57%,43%,88%,81%,33%,67%,83%,87%
812,Santos,0–0,Internacional,"12,756",Rodolpho Toski Marques,0,0,"https://fbref.com/en/matches/00e3c114/Santos-Internacional-May-26-2019-Serie-A"">Match Report",62%,38%,82%,74%,36%,13%,50%,100%
813,Flamengo,3–2,Atl Paranaense,"52,667",Daniel Nobre Bins,3,2,"https://fbref.com/en/matches/0ce33849/Flamengo-Atletico-Paranaense-May-26-2019-Serie-A"">Match Report",50%,50%,77%,79%,33%,42%,60%,25%
814,Fortaleza,1–1,Vasco da Gama,"28,148",Anderson Daronco,1,1,"https://fbref.com/en/matches/b5254fef/Fortaleza-Vasco-da-Gama-May-26-2019-Serie-A"">Match Report",61%,39%,89%,83%,23%,14%,50%,33%
815,Corinthians,1–0,São Paulo,"39,378",Flavio Rodrigues De Souza,1,0,"https://fbref.com/en/matches/9b41d18e/Classico-Majestoso-Corinthians-Sao-Paulo-May-26-2019-Serie-A"">Match Report",41%,60%,75%,79%,38%,11%,100%,80%
816,Cruzeiro,1–2,Chapecoense,"18,039",Dewson Fernando Freitas da Silva,1,2,"https://fbref.com/en/matches/37e2f4f8/Cruzeiro-Chapecoense-May-26-2019-Serie-A"">Match Report",64%,36%,85%,72%,17%,50%,60%,33%
817,Bahia,3–2,Fluminense,"21,776",Igor Junior Benevenuto,3,2,"https://fbref.com/en/matches/aa451be2/Bahia-Fluminense-May-26-2019-Serie-A"">Match Report",34%,67%,76%,90%,50%,36%,50%,40%
818,Avaí,1–2,Ceará,"5,543",Rodrigo Carvalhaes de Miranda,1,2,"https://fbref.com/en/matches/1aae63cf/Avai-Ceara-May-27-2019-Serie-A"">Match Report",51%,49%,71%,72%,23%,40%,50%,66%
819,CSA,1–0,Goiás,"9,128",Edina Alves Batista,1,0,"https://fbref.com/en/matches/21bfacc2/CSA-Goias-May-27-2019-Serie-A"">Match Report",44%,56%,77%,80%,25%,38%,83%,75%
820,Flamengo,2–0,Fortaleza,"37,658",Rodrigo D'Alonso Ferreira,2,0,"https://fbref.com/en/matches/8deaf8a8/Flamengo-Fortaleza-June-1-2019-Serie-A"">Match Report",65%,35%,92%,86%,38%,40%,100%,62%
821,Bahia,1–0,Grêmio,"26,930",Dewson Fernando Freitas da Silva,1,0,"https://fbref.com/en/matches/9fd46eb5/Bahia-Gremio-June-1-2019-Serie-A"">Match Report",43%,57%,83%,88%,29%,29%,50%,75%
822,Botafogo (RJ),1–0,Vasco da Gama,"19,503",Vinicius Gonçalves Dias Araujo,1,0,"https://fbref.com/en/matches/344c3715/Botafogo-RJ-Vasco-da-Gama-June-2-2019-Serie-A"">Match Report",55%,45%,85%,81%,13%,11%,100%,0%
823,Atl Paranaense,3–0,Fluminense,"11,709",Wagner Reway,3,0,"https://fbref.com/en/matches/003bce4c/Atletico-Paranaense-Fluminense-June-2-2019-Serie-A"">Match Report",56%,44%,87%,79%,38%,22%,100%,33%
824,Ceará,0–1,Santos,"50,809",Ricardo Marques Ribeiro,0,1,"https://fbref.com/en/matches/bcd1afb6/Ceara-Santos-June-2-2019-Serie-A"">Match Report",39%,61%,73%,82%,23%,25%,66%,100%
825,São Paulo,1–1,Cruzeiro,"8,517",Braulio da Silva Machado,1,1,"https://fbref.com/en/matches/ba6b7fdd/Sao-Paulo-Cruzeiro-June-2-2019-Serie-A"">Match Report",40%,60%,77%,84%,31%,29%,75%,75%
826,Atlético Mineiro,4–0,CSA,"14,116",Diego Pombo Lopez,4,0,"https://fbref.com/en/matches/9f5d1ffc/Atletico-Mineiro-CSA-June-2-2019-Serie-A"">Match Report",71%,29%,90%,80%,26%,0%,%,42%
827,Chapecoense,1–2,Palmeiras,"10,615",Rodolpho Toski Marques,1,2,"https://fbref.com/en/matches/c62e02d9/Chapecoense-Palmeiras-June-2-2019-Serie-A"">Match Report",54%,46%,81%,78%,22%,43%,66%,75%
828,Internacional,2–0,Avaí,"19,789",Rodrigo Nunes de Sá,2,0,"https://fbref.com/en/matches/2b93e469/Internacional-Avai-June-2-2019-Serie-A"">Match Report",63%,37%,88%,78%,64%,7%,100%,71%
829,Vasco da Gama,2–1,Internacional,"11,046",Heber Roberto Lopes,2,1,"https://fbref.com/en/matches/7cc8d50e/Vasco-da-Gama-Internacional-June-7-2019-Serie-A"">Match Report",31%,69%,73%,89%,30%,21%,75%,33%
830,Palmeiras,1–0,Atl Paranaense,"37,086",Rodrigo D'Alonso Ferreira,1,0,"https://fbref.com/en/matches/61211edd/Palmeiras-Atletico-Paranaense-June-8-2019-Serie-A"">Match Report",43%,57%,78%,82%,14%,43%,100%,66%
831,Grêmio,1–0,Fortaleza,"3,761",Savio Pereira,1,0,"https://fbref.com/en/matches/3259f1b9/Gremio-Fortaleza-June-8-2019-Serie-A"">Match Report",65%,35%,89%,78%,42%,40%,100%,60%
832,Cruzeiro,0–0,Corinthians,"21,370",Marcelo de Lima Henrique,0,0,"https://fbref.com/en/matches/18e26beb/Cruzeiro-Corinthians-June-8-2019-Serie-A"">Match Report",46%,54%,84%,86%,28%,20%,100%,100%
833,Ceará,0–0,Bahia,"15,566",Thiago Duarte Peixoto,0,0,"https://fbref.com/en/matches/946c1324/Ceara-Bahia-June-8-2019-Serie-A"">Match Report",63%,37%,82%,66%,23%,11%,100%,100%
834,Avaí,0–0,São Paulo,"8,084",Caio Max Augusto Vieira,0,0,"https://fbref.com/en/matches/5ba3aabe/Avai-Sao-Paulo-June-8-2019-Serie-A"">Match Report",37%,63%,65%,81%,9%,25%,100%,100%
835,Santos,3–1,Atlético Mineiro,"5,794",Dewson Fernando Freitas da Silva,3,1,"https://fbref.com/en/matches/83ffb9a2/Santos-Atletico-Mineiro-June-9-2019-Serie-A"">Match Report",58%,42%,88%,76%,21%,33%,75%,40%
836,CSA,1–2,Botafogo (RJ),"11,602",Jean Pierre Goncalves Lima,1,2,"https://fbref.com/en/matches/eff129ca/CSA-Botafogo-RJ-June-9-2019-Serie-A"">Match Report",40%,60%,84%,89%,24%,54%,71%,80%
837,Fluminense,0–0,Flamengo,"42,726",Wagner do Nascimento Magalhaes,0,0,"https://fbref.com/en/matches/722fe4fb/Fluminense-Flamengo-June-9-2019-Serie-A"">Match Report",64%,36%,88%,79%,33%,18%,100%,100%
838,Goiás,3–1,Chapecoense,"7,756",Igor Junior Benevenuto,3,1,"https://fbref.com/en/matches/0a1dde7d/Goias-Chapecoense-June-10-2019-Serie-A"">Match Report",51%,49%,81%,82%,47%,17%,50%,37%
839,Botafogo (RJ),0–1,Grêmio,"17,757",Marcelo Aparecido Ribeiro De Souza,0,1,"https://fbref.com/en/matches/b9047c08/Botafogo-RJ-Gremio-June-12-2019-Serie-A"">Match Report",47%,53%,88%,88%,43%,36%,80%,100%
840,Fortaleza,2–1,Cruzeiro,"17,099",Heber Roberto Lopes,2,1,"https://fbref.com/en/matches/8c2d890a/Fortaleza-Cruzeiro-June-12-2019-Serie-A"">Match Report",46%,54%,81%,87%,36%,33%,75%,50%
841,Internacional,3–1,Bahia,"15,724",Paulo Roberto Alves Júnior,3,1,"https://fbref.com/en/matches/9a5c8e06/Internacional-Bahia-June-12-2019-Serie-A"">Match Report",46%,54%,83%,87%,50%,11%,50%,57%
842,CSA,0–2,Flamengo,"37,673",Douglas Marques das Flores,0,2,"https://fbref.com/en/matches/59f6863a/CSA-Flamengo-June-12-2019-Serie-A"">Match Report",34%,66%,70%,85%,20%,46%,72%,100%
843,Santos,1–0,Corinthians,"11,831",Wagner do Nascimento Magalhaes,1,0,"https://fbref.com/en/matches/7788a2a2/Santos-Corinthians-June-12-2019-Serie-A"">Match Report",53%,47%,80%,77%,21%,0%,%,75%
844,Vasco da Gama,1–0,Ceará,"19,584",Flavio Rodrigues De Souza,1,0,"https://fbref.com/en/matches/a3c95649/Vasco-da-Gama-Ceara-June-13-2019-Serie-A"">Match Report",53%,47%,83%,80%,61%,13%,100%,90%
845,Goiás,2–1,Atl Paranaense,"10,468",Rodrigo Carvalhaes de Miranda,2,1,"https://fbref.com/en/matches/1d500651/Goias-Atletico-Paranaense-June-13-2019-Serie-A"">Match Report",32%,68%,72%,87%,33%,33%,100%,50%
846,Chapecoense,1–1,Fluminense,"6,257",Ricardo Marques Ribeiro,1,1,"https://fbref.com/en/matches/38634bbb/Chapecoense-Fluminense-June-13-2019-Serie-A"">Match Report",36%,65%,78%,90%,27%,30%,66%,75%
847,Atlético Mineiro,1–1,São Paulo,"19,761",Leandro Pedro Vuaden,1,1,"https://fbref.com/en/matches/0984faa6/Atletico-Mineiro-Sao-Paulo-June-13-2019-Serie-A"">Match Report",69%,31%,87%,75%,40%,33%,66%,87%
848,Palmeiras,2–0,Avaí,"31,946",Marcelo de Lima Henrique,2,0,"https://fbref.com/en/matches/4bbd0da7/Palmeiras-Avai-June-13-2019-Serie-A"">Match Report",53%,47%,78%,81%,43%,25%,100%,66%
849,Fortaleza,2–0,Avaí,"24,864",Thiago Duarte Peixoto,2,0,"https://fbref.com/en/matches/3923739a/Fortaleza-Avai-July-13-2019-Serie-A"">Match Report",41%,59%,84%,87%,43%,33%,100%,50%
850,Grêmio,2–1,Vasco da Gama,"9,701",Rodolpho Toski Marques,2,1,"https://fbref.com/en/matches/d28731b0/Gremio-Vasco-da-Gama-July-13-2019-Serie-A"">Match Report",71%,29%,89%,71%,55%,50%,80%,66%
851,São Paulo,1–1,Palmeiras,"38,267",Bruno Arleu de Araujo,1,1,"https://fbref.com/en/matches/5e705244/Sao-Paulo-Palmeiras-July-13-2019-Serie-A"">Match Report",45%,55%,76%,80%,71%,40%,66%,90%
852,Bahia,0–1,Santos,"18,465",Jean Pierre Goncalves Lima,0,1,"https://fbref.com/en/matches/fd95e79a/Bahia-Santos-July-13-2019-Serie-A"">Match Report",38%,62%,75%,84%,18%,41%,85%,100%
853,Flamengo,6–1,Goiás,"65,154",Caio Max Augusto Vieira,6,1,"https://fbref.com/en/matches/ae1bbd09/Flamengo-Goias-July-14-2019-Serie-A"">Match Report",73%,27%,90%,70%,55%,29%,50%,62%
854,Corinthians,1–0,CSA,"33,952",Wagner Reway,1,0,"https://fbref.com/en/matches/823fd82e/Corinthians-CSA-July-14-2019-Serie-A"">Match Report",66%,34%,88%,75%,30%,25%,100%,75%
855,Atl Paranaense,1–0,Internacional,"12,700",Braulio da Silva Machado,1,0,"https://fbref.com/en/matches/8495b286/Atletico-Paranaense-Internacional-July-14-2019-Serie-A"">Match Report",60%,40%,85%,80%,35%,33%,100%,83%
856,Cruzeiro,0–0,Botafogo (RJ),"18,012",Leandro Pedro Vuaden,0,0,"https://fbref.com/en/matches/a3c45116/Cruzeiro-Botafogo-RJ-July-14-2019-Serie-A"">Match Report",43%,58%,88%,89%,14%,13%,100%,100%
857,Chapecoense,1–2,Atlético Mineiro,"2,600",Marcelo Aparecido Ribeiro De Souza,1,2,"https://fbref.com/en/matches/d711edcd/Chapecoense-Atletico-Mineiro-July-14-2019-Serie-A"">Match Report",38%,62%,70%,80%,20%,33%,71%,66%
858,Fluminense,1–1,Ceará,"23,484",Douglas Marques das Flores,1,1,"https://fbref.com/en/matches/51ea387e/Fluminense-Ceara-July-15-2019-Serie-A"">Match Report",70%,30%,88%,73%,30%,67%,66%,85%
859,Vasco da Gama,2–1,Fluminense,"20,904",Bruno Arleu de Araujo,2,1,"https://fbref.com/en/matches/3e87e205/Vasco-da-Gama-Fluminense-July-20-2019-Serie-A"">Match Report",44%,56%,84%,86%,31%,40%,50%,60%
860,Bahia,0–0,Cruzeiro,"24,864",Luiz Flávio de Oliveira,0,0,"https://fbref.com/en/matches/90afddd6/Bahia-Cruzeiro-July-20-2019-Serie-A"">Match Report",58%,43%,87%,81%,8%,33%,100%,100%
861,Internacional,1–1,Grêmio,"35,103",Anderson Daronco,1,1,"https://fbref.com/en/matches/99757b94/Internacional-Gremio-July-20-2019-Serie-A"">Match Report",43%,57%,80%,83%,36%,27%,66%,100%
862,CSA,0–4,Atl Paranaense,"7,845",Ricardo Marques Ribeiro,0,4,"https://fbref.com/en/matches/a46c60a9/CSA-Atletico-Paranaense-July-20-2019-Serie-A"">Match Report",51%,49%,80%,78%,10%,64%,55%,100%
